Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[sample id]	Characteristics[animal id]	Characteristics[organism]	Characteristics[genotype]	Characteristics[disease]	Characteristics[strain]	Characteristics[sex]	Characteristics[organism part]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[organism]	Factor Value[organism part]
Sample 1	ERS1935433	SAMEA104310455	199_1	Mm101	Mus musculus	wild type genotype	normal	C57BL/6J	male	pancreas	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 1	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 1	sequencing assay	ERX2187492	199_1_ATCACG_L004_R1_001.fastq.gz	199_1_ATCACG_L004_R1_001.fastq.gz	ERR2130640	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/000/ERR2130640/ERR2130640.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	pancreas
Sample 13	ERS1935434	SAMEA104310456	199_14	Mm102	Mus musculus	wild type genotype	normal	C57BL/6J	male	pancreas	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 13	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 13	sequencing assay	ERX2187493	199_14_GAGTGG_L005_R1_001.fastq.gz	199_14_GAGTGG_L005_R1_001.fastq.gz	ERR2130641	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/001/ERR2130641/ERR2130641.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	pancreas
Sample 26	ERS1935435	SAMEA104310457	199_27	Mm103	Mus musculus	wild type genotype	normal	C57BL/6J	male	pancreas	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 26	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 26	sequencing assay	ERX2187494	199_27_GATCAG_L007_R1_001.fastq.gz	199_27_GATCAG_L007_R1_001.fastq.gz	ERR2130642	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/002/ERR2130642/ERR2130642.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	pancreas
Sample 21	ERS1935436	SAMEA104310458	199_22	Mm102	Mus musculus	wild type genotype	normal	C57BL/6J	male	quadriceps	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 21	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 21	sequencing assay	ERX2187495	199_22_GAGTGG_L006_R1_001.fastq.gz	199_22_GAGTGG_L006_R1_001.fastq.gz	ERR2130643	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/003/ERR2130643/ERR2130643.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	quadriceps
Sample 34	ERS1935437	SAMEA104310459	199_35	Mm103	Mus musculus	wild type genotype	normal	C57BL/6J	male	quadriceps	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 34	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 34	sequencing assay	ERX2187496	199_35_GATCAG_L008_R1_001.fastq.gz	199_35_GATCAG_L008_R1_001.fastq.gz	ERR2130644	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/004/ERR2130644/ERR2130644.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	quadriceps
Sample 9	ERS1935438	SAMEA104310460	199_9	Mm101	Mus musculus	wild type genotype	normal	C57BL/6J	male	quadriceps	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 9	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 9	sequencing assay	ERX2187497	199_9_ATCACG_L005_R1_001.fastq.gz	199_9_ATCACG_L005_R1_001.fastq.gz	ERR2130645	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/005/ERR2130645/ERR2130645.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	quadriceps
Sample 15	ERS1935439	SAMEA104310461	199_16	Mm102	Mus musculus	wild type genotype	normal	C57BL/6J	male	stomach	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 15	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 15	sequencing assay	ERX2187498	199_16_ATTCCT_L005_R1_001.fastq.gz	199_16_ATTCCT_L005_R1_001.fastq.gz	ERR2130646	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/006/ERR2130646/ERR2130646.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	stomach
Sample 28	ERS1935440	SAMEA104310462	199_29	Mm103	Mus musculus	wild type genotype	normal	C57BL/6J	male	stomach	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 28	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 28	sequencing assay	ERX2187499	199_29_GGCTAC_L007_R1_001.fastq.gz	199_29_GGCTAC_L007_R1_001.fastq.gz	ERR2130647	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/007/ERR2130647/ERR2130647.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	stomach
Sample 3	ERS1935441	SAMEA104310463	199_3	Mm101	Mus musculus	wild type genotype	normal	C57BL/6J	male	stomach	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 3	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 3	sequencing assay	ERX2187500	199_3_GATCAG_L004_R1_001.fastq.gz	199_3_GATCAG_L004_R1_001.fastq.gz	ERR2130648	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/008/ERR2130648/ERR2130648.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	stomach
Sample 10	ERS1935442	SAMEA104310464	199_10	Mm101	Mus musculus	wild type genotype	normal	C57BL/6J	male	thymus	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 10	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 10	sequencing assay	ERX2187501	199_10_TTAGGC_L005_R1_001.fastq.gz	199_10_TTAGGC_L005_R1_001.fastq.gz	ERR2130649	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/009/ERR2130649/ERR2130649.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	thymus
Sample 22	ERS1935443	SAMEA104310465	199_23	Mm102	Mus musculus	wild type genotype	normal	C57BL/6J	male	thymus	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 22	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 22	sequencing assay	ERX2187502	199_23_ACTGAT_L006_R1_001.fastq.gz	199_23_ACTGAT_L006_R1_001.fastq.gz	ERR2130650	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/000/ERR2130650/ERR2130650.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	thymus
Sample 35	ERS1935444	SAMEA104310466	199_36	Mm103	Mus musculus	wild type genotype	normal	C57BL/6J	male	thymus	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 35	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 35	sequencing assay	ERX2187503	199_36_TAGCTT_L008_R1_001.fastq.gz	199_36_TAGCTT_L008_R1_001.fastq.gz	ERR2130651	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/001/ERR2130651/ERR2130651.fastq.gz	P-MTAB-68799	mouse_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	mouse_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	mouse_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	mouse_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Mus musculus	thymus
Sample 51	ERS1935445	SAMEA104310467	199_52	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	brain	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 51	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 51	sequencing assay	ERX2187504	199_52_TAGCTT_L006_R1_001.fastq.gz	199_52_TAGCTT_L006_R1_001.fastq.gz	ERR2130652	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/002/ERR2130652/ERR2130652.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	brain
Sample 64	ERS1935446	SAMEA104310468	199_65	Rn102	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	brain	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 64	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 64	sequencing assay	ERX2187505	199_65_ATCACG_L008_R1_001.fastq.gz	199_65_ATCACG_L008_R1_001.fastq.gz	ERR2130653	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/003/ERR2130653/ERR2130653.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	brain
Sample 77	ERS1935447	SAMEA104310469	199_78	Rn103	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	brain	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 77	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 77	sequencing assay	ERX2187506	199_78_GAGTGG_L003_R1_001.fastq.gz	199_78_GAGTGG_L003_R1_001.fastq.gz	ERR2130654	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/004/ERR2130654/ERR2130654.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	brain
Sample 45	ERS1935448	SAMEA104310470	199_46	Rn101	Rattus norvegicus	wild type genotype	normal	Wistar Han	male	colon	7 to 8	week	EFO	UO_0000034	organism part	P-MTAB-67999	Boehringer Ingelheim Pharma GmbH & Co. KG Cardiometabolic Research	P-MTAB-68000	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	P-MTAB-68001	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 45	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-68002	Boehringer Ingelheim Pharma GmbH & Co. KG Target Discovery Research	Sample 45	sequencing assay	ERX2187507	199_46_GAGTGG_L005_R1_001.fastq.gz	199_46_GAGTGG_L005_R1_001.fastq.gz	ERR2130655	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR213/005/ERR2130655/ERR2130655.fastq.gz	P-MTAB-68799	rat_design.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.1.zip	P-MTAB-68799	rat_rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.3.zip	P-MTAB-68799	rat_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.2.zip	P-MTAB-68799	rat_tpm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6081/E-MTAB-6081.processed.4.zip	Rattus norvegicus	colon
